Date,ticker,curve,softmax,equal
2008-01-04,CME_C,-0.02381695006962481,0.05513085734340223,0.125
2008-01-11,CME_C,-0.02247285585205816,0.0624357350701811,0.125
2008-01-18,CME_C,-0.02428867851181593,0.058736219223962625,0.125
2008-01-25,CME_C,-0.02477827460482729,0.056870599141480294,0.125
2008-02-01,CME_C,-0.02515545714376799,0.10405675293628877,0.125
2008-02-08,CME_C,-0.025268594174884917,0.0992782885185961,0.125
2008-02-15,CME_C,-0.023519202633463188,0.09267631583098086,0.125
2008-02-22,CME_C,-0.024120346459331365,0.08570342945737379,0.125
2008-02-29,CME_C,-0.019048194970694432,0.11514749149821224,0.125
2008-03-07,CME_C,-0.025446665661164047,0.07070349550697869,0.125
2008-03-14,CME_C,-0.02489379509711398,0.08323607261997709,0.125
2008-03-28,CME_C,-0.02336451886254043,0.07766897496510967,0.125
2008-04-04,CME_C,-0.021915286838450676,0.08713783960713689,0.125
2008-04-11,CME_C,-0.022425310386698705,0.08193134252869526,0.125
2008-04-18,CME_C,-0.02226896146864288,0.08799572208317012,0.125
2008-04-25,CME_C,-0.023117467832411975,0.0798321883424111,0.125
2008-05-02,CME_C,-0.018922818842145084,0.08533976268666585,0.125
2008-05-09,CME_C,-0.017231442182882084,0.08923870143334973,0.125
2008-05-16,CME_C,-0.02093002313148773,0.10787705085335536,0.125
2008-05-23,CME_C,-0.021444120688418167,0.10647376188073246,0.125
2008-05-30,CME_C,-0.021870069104387824,0.10464443335076044,0.125
2008-06-06,CME_C,-0.019780028681473993,0.10811888335538147,0.125
2008-06-13,CME_C,-0.01895149782286243,0.10171011921615748,0.125
2008-06-20,CME_C,-0.01956472221918304,0.10793465477285887,0.125
2008-06-27,CME_C,-0.017077590733983072,0.11253488063221077,0.125
2008-07-04,CME_C,-0.015627915734151898,0.11464268321483839,0.125
2008-07-11,CME_C,-0.01604702559751825,0.1143563868706651,0.125
2008-07-18,CME_C,-0.030697079108976233,0.06693834447382493,0.125
2008-07-25,CME_C,-0.03280379330336558,0.061560913652002794,0.125
2008-08-01,CME_C,-0.034786116085415486,0.06505667151105919,0.125
2008-08-08,CME_C,-0.03885416191399571,0.05658860685039293,0.125
2008-08-15,CME_C,-0.03660357669526704,0.059543599113847066,0.125
2008-08-22,CME_C,-0.03353206029057443,0.06319818879103158,0.125
2008-08-29,CME_C,-0.02905038449920383,0.0932305972928834,0.125
2008-09-05,CME_C,-0.031484081933282226,0.09256023814120386,0.125
2008-09-12,CME_C,-0.028361117621697574,0.08994409879355444,0.125
2008-09-19,CME_C,-0.03042232344811513,0.08613129880878591,0.125
2008-09-26,CME_C,-0.03261158558876076,0.0698282436819705,0.125
2008-10-03,CME_C,-0.03994054889244936,0.06232908462283442,0.125
2008-10-10,CME_C,-0.04197258769222323,0.07284339260431384,0.125
2008-10-17,CME_C,-0.04250791746632032,0.06650991148119662,0.125
2008-10-24,CME_C,-0.04202850984859552,0.08995110768567338,0.125
2008-10-31,CME_C,-0.04325986731650211,0.09174738002508859,0.125
2008-11-07,CME_C,-0.04682259665326871,0.08494448992936643,0.125
2008-11-14,CME_C,-0.04310734954778894,0.053881782323978875,0.125
2008-11-21,CME_C,-0.04547878621846024,0.041681208729529275,0.125
2008-11-28,CME_C,-0.045446478226368825,0.056729760326078016,0.125
2008-12-05,CME_C,-0.05227237200444623,0.07449417653346867,0.125
2008-12-12,CME_C,-0.03820382741177042,0.09444310886801416,0.125
2008-12-19,CME_C,-0.026564568210094563,0.1328776998966272,0.125
2008-12-26,CME_C,-0.024559485357520394,0.11858279237341277,0.125
2009-01-02,CME_C,-0.025151026338981808,0.11622622814012185,0.125
2009-01-09,CME_C,-0.025241724749193395,0.12394775830655472,0.125
2009-01-16,CME_C,-0.02712244463225577,0.1245393431117986,0.125
2009-01-23,CME_C,-0.027779564107075494,0.09055395946295833,0.125
2009-01-30,CME_C,-0.029251354313115208,0.11349598481900042,0.125
2009-02-06,CME_C,-0.026807751145443426,0.13150337365263937,0.125
2009-02-13,CME_C,-0.027157133968906955,0.13171527302282393,0.125
2009-02-20,CME_C,-0.024675203271161905,0.12286887230646183,0.125
2009-02-27,CME_C,-0.023248669505708364,0.13179517342407024,0.125
2009-03-06,CME_C,-0.024502450865895753,0.1018853008561471,0.125
2009-03-13,CME_C,-0.03536714383729134,0.04518538355896012,0.125
2009-03-20,CME_C,-0.026137144367692322,0.05794531999550913,0.125
2009-03-27,CME_C,-0.026770241064604683,0.08421545114449384,0.125
2009-04-03,CME_C,-0.025024192572007387,0.0986217409785375,0.125
2009-04-17,CME_C,-0.024935675180184802,0.09749643605132569,0.125
2009-04-24,CME_C,-0.022944303795259025,0.09020036702373299,0.125
2009-05-01,CME_C,-0.018293193047325573,0.10924569080217245,0.125
2009-05-08,CME_C,-0.01676685985706694,0.0941764630806078,0.125
2009-05-15,CME_C,-0.022512799132605288,0.10503288605117878,0.125
2009-05-22,CME_C,-0.022976312284666456,0.10717399117539855,0.125
2009-05-29,CME_C,-0.02266385957721173,0.10803566029586217,0.125
2009-06-05,CME_C,-0.022272635609123625,0.11881326074078008,0.125
2009-06-12,CME_C,-0.0209309966920177,0.12782455524218805,0.125
2009-06-19,CME_C,-0.01983946038703266,0.12658734183666998,0.125
2009-06-26,CME_C,-0.01933049881742477,0.12791697647946784,0.125
2009-07-03,CME_C,-0,0.17240550043170563,0.125
2009-07-10,CME_C,0.051217130024819646,0.22159410939749538,0.125
2009-07-17,CME_C,-0.028300167806619925,0.10107366359906336,0.125
2009-07-24,CME_C,-0.03419136474827944,0.0958741586153601,0.125
2009-07-31,CME_C,-0.02902961467511389,0.11365203963562379,0.125
2009-08-07,CME_C,-0.013878403172077114,0.1335310516289609,0.125
2009-08-14,CME_C,-0.026276627731160573,0.1229866303517408,0.125
2009-08-21,CME_C,-0.013889112160667239,0.13593768001243192,0.125
2009-08-28,CME_C,-0.024616627635356103,0.13111778221833117,0.125
2009-09-04,CME_C,-0.01895400788367496,0.13911963892178858,0.125
2009-09-11,CME_C,-0.01655536431845661,0.14018507670048863,0.125
2009-09-18,CME_C,-0.041576426845740144,0.1190461771149872,0.125
2009-09-25,CME_C,-0.03746306621824047,0.12359699802846671,0.125
2009-10-02,CME_C,-0.03823995327427987,0.11615049955654043,0.125
2009-10-09,CME_C,-0.03325722175648238,0.11940189475850697,0.125
2009-10-16,CME_C,-0.031097444628260362,0.12293413164653384,0.125
2009-10-23,CME_C,-0.02749944136055049,0.12398608884326288,0.125
2009-10-30,CME_C,-0.03556228482727608,0.09873743287465628,0.125
2009-11-06,CME_C,-0.03743752707213055,0.10581316716714811,0.125
2009-11-13,CME_C,-0.03830923711495959,0.10984841932227415,0.125
2009-11-20,CME_C,-0.04010562545722873,0.09513458447603033,0.125
2009-11-27,CME_C,-0.040091709046920165,0.07315346330156842,0.125
2009-12-04,CME_C,-0.0387060451028054,0.07442369567714592,0.125
2009-12-11,CME_C,-0.038429925784439156,0.07717092566410012,0.125
2009-12-18,CME_C,-0.026668247082161756,0.04583836287534361,0.125
2010-01-08,CME_C,-0.023942749549437536,0.047882705227217236,0.125
2010-01-15,CME_C,-0.02917978910877661,0.04240447875903568,0.125
2010-01-22,CME_C,-0.029046283801293704,0.04884140234104967,0.125
2010-01-29,CME_C,-0.031069119627196606,0.04868594415746723,0.125
2010-02-05,CME_C,-0.0321931230141308,0.08250944151892138,0.125
2010-02-12,CME_C,-0.03198639482048016,0.0828140908163252,0.125
