Date,ticker,change
2008-01-04,CME_C,0.014673913043478315
2008-01-11,CME_C,0.06451612903225801
2008-01-18,CME_C,-0.02590420332355814
2008-01-25,CME_C,0.028379772961816263
2008-02-01,CME_C,0.013157894736842035
2008-02-08,CME_C,0.004945598417408492
2008-02-15,CME_C,0.02847152847152845
2008-02-22,CME_C,0.002399232245681393
2008-02-29,CME_C,0.03851640513552068
2008-03-07,CME_C,-0.040467625899280546
2008-03-14,CME_C,0.04103053435114501
2008-03-28,CME_C,0.0883495145631068
2008-04-04,CME_C,0.032815198618307395
2008-04-11,CME_C,-0.026249999999999996
2008-04-18,CME_C,0.01610169491525415
2008-04-25,CME_C,-0.02161016949152539
2008-05-02,CME_C,0.016891891891891886
2008-05-09,CME_C,0.030833333333333268
2008-05-16,CME_C,-0.043689320388349495
2008-05-23,CME_C,0.023464163822525697
2008-05-30,CME_C,0.0037688442211054607
2008-06-06,CME_C,0.08821070234113715
2008-06-13,CME_C,0.0978994748687172
2008-06-20,CME_C,-0.050986842105263164
2008-06-27,CME_C,0.06004213483146059
2008-07-04,CME_C,0.008108108108108025
2008-07-11,CME_C,-0.05292479108635095
2008-07-18,CME_C,-0.06946564885496187
2008-07-25,CME_C,-0.04507857733664189
2008-08-01,CME_C,-0.03583617747440271
2008-08-08,CME_C,-0.10982142857142863
2008-08-15,CME_C,0.05950000000000011
2008-08-22,CME_C,0.07713498622589521
2008-08-29,CME_C,-0.05606312292358806
2008-09-05,CME_C,-0.015740740740740722
2008-09-12,CME_C,0.02528089887640439
2008-09-19,CME_C,-0.01049270072992703
2008-09-26,CME_C,-0.027752909579230045
2008-10-03,CME_C,-0.13358778625954193
2008-10-10,CME_C,-0.03828032979976448
2008-10-17,CME_C,-0.03473053892215572
2008-10-24,CME_C,-0.09636363636363632
2008-10-31,CME_C,0.07352941176470584
2008-11-07,CME_C,-0.05653266331658291
2008-11-14,CME_C,-0.009765625
2008-11-21,CME_C,-0.11271297509829625
2008-11-28,CME_C,0.0057553956834532904
2008-12-05,CME_C,-0.13929618768328444
2008-12-12,CME_C,0.15780998389694045
2008-12-19,CME_C,-0.01741935483870971
2008-12-26,CME_C,0.08202099737532809
2009-01-02,CME_C,0.021685254027261402
2009-01-09,CME_C,0.009834050399508243
2009-01-16,CME_C,0.0038510911424902705
2009-01-23,CME_C,-0.018844221105527637
2009-01-30,CME_C,-0.05249999999999999
2009-02-06,CME_C,0.011394101876675666
2009-02-13,CME_C,-0.03774834437086094
2009-02-20,CME_C,-0.0216480446927374
2009-02-27,CME_C,-0.014747191011236005
2009-03-06,CME_C,0.022463768115942084
2009-03-13,CME_C,0.04456824512534818
2009-03-20,CME_C,0.01797175866495504
2009-03-27,CME_C,-0.03731343283582089
2009-04-03,CME_C,0.061679790026246684
2009-04-17,CME_C,-0.021456436931079348
2009-04-24,CME_C,0.027247956403269713
2009-05-01,CME_C,0.10094850948509482
2009-05-08,CME_C,0.024752475247524774
2009-05-15,CME_C,0.01274271844660202
2009-05-22,CME_C,0.04683698296836991
2009-05-29,CME_C,0.01571594877764837
2009-06-05,CME_C,0.0022573363431150906
2009-06-12,CME_C,-0.03185437997724683
2009-06-19,CME_C,-0.04026442307692313
2009-06-26,CME_C,-0.009664948453608213
2009-07-03,CME_C,-0.09607843137254901
2009-07-10,CME_C,0.016176470588235237
2009-07-17,CME_C,-0.06322674418604646
2009-07-24,CME_C,-0.022411128284389514
2009-07-31,CME_C,0.07949125596184414
2009-08-07,CME_C,-0.08131241084165475
2009-08-14,CME_C,-0.01920122887864828
2009-08-21,CME_C,0.03125
2009-08-28,CME_C,-0.015337423312883458
2009-09-04,CME_C,-0.050552922590837324
2009-09-11,CME_C,0.041390728476821126
2009-09-18,CME_C,0.015974440894568787
2009-09-25,CME_C,0.07395498392282951
2009-10-02,CME_C,-0.002989536621823663
2009-10-09,CME_C,0.09358490566037725
2009-10-16,CME_C,-0.002680965147453085
2009-10-23,CME_C,0.0717131474103585
2009-10-30,CME_C,-0.08499999999999996
2009-11-06,CME_C,-0.010781671159029615
2009-11-13,CME_C,0.04832214765100673
2009-11-20,CME_C,-0.017587939698492483
2009-11-27,CME_C,-0.0031367628607277265
2009-12-04,CME_C,-0.05974842767295596
2009-12-11,CME_C,0.0463709677419355
2009-12-18,CME_C,0.025128865979381354
2010-01-08,CME_C,-0.0011806375442738881
2010-01-15,CME_C,-0.12278630460448647
2010-01-22,CME_C,-0.011517615176151796
2010-01-29,CME_C,-0.028610354223433276
2010-02-05,CME_C,-0.014025245441795287
2010-02-12,CME_C,0.015449438202247201
2010-02-19,CME_C,-0.015047879616963078
2010-02-26,CME_C,0.03846153846153855
2010-03-05,CME_C,-0.03759894459102897
2010-03-12,CME_C,-0.03476482617586907
2010-03-19,CME_C,0.03239145416953826
2010-03-26,CME_C,-0.04233870967741937
2010-04-09,CME_C,0.0021739130434783593
2010-04-16,CME_C,0.042979942693409656
2010-04-23,CME_C,-0.015341701534170138
2010-04-30,CME_C,0.02591036414565817
2010-05-07,CME_C,-0.006130790190735702
2010-05-14,CME_C,-0.033197831978319825
2010-05-21,CME_C,0.022869022869022926
2010-05-28,CME_C,-0.02578018995929443
2010-06-04,CME_C,-0.04895104895104896
2010-06-11,CME_C,0.03402366863905315
2010-06-18,CME_C,0.024857954545454586
2010-06-25,CME_C,-0.069672131147541
2010-07-02,CME_C,0.07692307692307687
2010-07-09,CME_C,0.01418918918918921
2010-07-16,CME_C,0.05407209612817088
2010-07-23,CME_C,-0.0394566623544631
2010-07-30,CME_C,0.06580732700135683
2010-08-06,CME_C,0.009975062344139696
2010-08-13,CME_C,0.01792336217552526
2010-08-20,CME_C,0.01997578692493951
2010-08-27,CME_C,-0.0023696682464454666
2010-09-03,CME_C,0.05204678362573101
2010-09-10,CME_C,0.032258064516129004
2010-09-17,CME_C,0.09202127659574466
2010-09-24,CME_C,-0.0014354066985645675
2010-10-01,CME_C,-0.10775862068965514
2010-10-08,CME_C,0.15717415115005484
2010-10-15,CME_C,-0.013146362839614345
2010-10-22,CME_C,-0.0017825311942959443
2010-10-29,CME_C,0.016593886462882068
2010-11-05,CME_C,0.0025586353944562212
2010-11-12,CME_C,-0.0887372013651877
2010-11-19,CME_C,-0.04405690683799912
2010-11-26,CME_C,0.029158699808795374
2010-12-03,CME_C,0.03710575139146566
2010-12-10,CME_C,0.018636363636363562
2010-12-17,CME_C,0.049252418645558516
2010-12-24,CME_C,0.023333333333333428
2010-12-31,CME_C,0.026519787841697173
2011-01-07,CME_C,-0.059288537549407105
2011-01-14,CME_C,0.08034970857618662
2011-01-21,CME_C,0.004201680672268893
2011-01-28,CME_C,-0.019786910197869156
2011-02-04,CME_C,0.04224270353302617
2011-02-11,CME_C,0.03858875413450935
2011-02-18,CME_C,0.004955752212389308
2011-02-25,CME_C,0.019327129563350143
2011-03-04,CME_C,0.013703443429374573
2011-03-11,CME_C,-0.08817427385892118
2011-03-18,CME_C,0.029367469879518104
2011-03-25,CME_C,7.256894049347817e-4
2011-04-01,CME_C,0.06358381502890165
2011-04-08,CME_C,0.02605210420841675
2011-04-15,CME_C,-0.02688524590163932
2011-04-29,CME_C,0.003994673768308976
2011-05-06,CME_C,-0.09087882822902793
2011-05-13,CME_C,-0.01949458483754518
2011-05-20,CME_C,0.08967001434720223
2011-05-27,CME_C,0
2011-06-03,CME_C,-0.00626029654036242
2011-06-10,CME_C,0.05495978552278813
2011-06-17,CME_C,-0.11135786802030456
2011-06-24,CME_C,-0.04558404558404561
2011-07-01,CME_C,-0.03791291291291288
2011-07-08,CME_C,0.026335877862595503
2011-07-15,CME_C,0.05609939759036142
2011-07-22,CME_C,0.006564551422319376
2011-07-29,CME_C,-0.02204261572373256
2011-08-05,CME_C,0.028189910979228516
2011-08-12,CME_C,0.03962962962962968
2011-08-19,CME_C,7.037297677692234e-4
2011-08-26,CME_C,0.04513888888888884
2011-09-02,CME_C,-0.0019953441968739716
2011-09-09,CME_C,-0.022222222222222254
2011-09-16,CME_C,-0.04683195592286504
2011-09-23,CME_C,-0.07664497469269704
2011-09-30,CME_C,-0.0824622531939605
2011-10-07,CME_C,0.016949152542372836
2011-10-14,CME_C,0.06800166875260749
2011-10-21,CME_C,0.01168679392286709
2011-10-28,CME_C,0.012364760432766575
2011-11-04,CME_C,0.00305927342256207
2011-11-11,CME_C,-0.024818633066055695
2011-11-18,CME_C,-0.04349529780564265
2011-11-25,CME_C,-0.04508196721311475
2011-12-02,CME_C,8.532423208191808e-4
2011-12-09,CME_C,-0.004674883127921747
2011-12-16,CME_C,-0.001712328767123239
2011-12-23,CME_C,0.05671641791044779
2011-12-30,CME_C,0.034399999999999986
2012-01-06,CME_C,-0.02794561933534745
2012-01-13,CME_C,-0.06765163297045096
2012-01-20,CME_C,0.017047817047816993
2012-01-27,CME_C,0.046047269763651144
2012-02-03,CME_C,0.007818608287724738
2012-02-10,CME_C,-0.014430577223088936
2012-02-17,CME_C,0.011426319936958196
