Date,ticker,momentum
2007-01-02,WTI,0.0027145390321834384
2007-01-03,WTI,-0.033117640857952324
2007-01-04,WTI,-0.07537354964625997
2007-01-05,WTI,-0.05954696894978806
2007-01-08,WTI,-0.058685409305004654
2007-01-09,WTI,-0.0601477519012068
2007-01-10,WTI,-0.08299174783417973
2007-01-11,WTI,-0.11505267074940839
2007-01-12,WTI,-0.0869346223331604
2007-01-16,WTI,-0.11378510386987717
2007-01-17,WTI,-0.08503924793719086
2007-01-18,WTI,-0.11401144825848109
2007-01-19,WTI,-0.07879642660487107
2007-01-22,WTI,-0.09253699049610509
2007-01-23,WTI,-0.04259893663858305
2007-01-24,WTI,-0.027975128674522676
2007-01-25,WTI,-0.04142015153433887
2007-01-26,WTI,-0.004601640210403879
2007-01-29,WTI,-0.03132815074736639
2007-01-30,WTI,0.020150905053571755
2007-01-31,WTI,0.038198201316624214
2007-02-01,WTI,0.02039560597477319
2007-02-02,WTI,0.045957303924633486
2007-02-05,WTI,0.037493703070194506
2007-02-06,WTI,0.03979128710885149
2007-02-07,WTI,0.016186791325712768
2007-02-08,WTI,0.0468268848326554
2007-02-09,WTI,0.0476374231651846
2007-02-12,WTI,0.009693080114590913
2007-02-13,WTI,0.029662184834846173
2007-02-14,WTI,0.012130730217934094
2007-02-15,WTI,0.008323310524968264
2007-02-16,WTI,0.032192499748371795
2007-02-20,WTI,0.011968360860729277
2007-02-21,WTI,0.027238240761055188
2007-02-22,WTI,0.039079863696733774
2007-02-23,WTI,0.03511348476896892
2007-02-26,WTI,0.04994185219353309
2007-02-27,WTI,0.046909604244815384
2007-02-28,WTI,0.0483113029349731
2007-03-01,WTI,0.048299603227494714
2007-03-02,WTI,0.040850622592888186
2007-03-05,WTI,0.013942467196908837
2007-03-06,WTI,0.021078094359385346
2007-03-07,WTI,0.0379886779889933
2007-03-08,WTI,0.033845718046301876
2007-03-09,WTI,0.008759504268336826
2007-03-12,WTI,-0.00836895118834935
2007-03-13,WTI,-0.022479546471305234
2007-03-14,WTI,-0.01834759795508134
2007-03-15,WTI,-0.026787826538446247
2007-03-16,WTI,-0.032057187693441236
2007-03-19,WTI,-0.0364129550530059
2007-03-20,WTI,-0.03863800010168994
2007-03-21,WTI,-0.03038455929995898
2007-03-22,WTI,0.02209824728929899
2007-03-23,WTI,0.033015714441591903
2007-03-26,WTI,0.04000988124540683
2007-03-27,WTI,0.05404957851104264
2007-03-28,WTI,0.06463776533607124
2007-03-29,WTI,0.0887165092115012
2007-03-30,WTI,0.08017665590441148
2007-04-02,WTI,0.07744417921161517
2007-04-03,WTI,0.051795013557414116
2007-04-04,WTI,0.0456545321133639
2007-04-05,WTI,0.04349561766484822
2007-04-09,WTI,-6.719442618106086e-4
2007-04-10,WTI,0.005505260028056291
2007-04-11,WTI,0.003986607287698618
2007-04-12,WTI,0.03196934904144211
2007-04-13,WTI,0.02629080260671124
2007-04-16,WTI,0.02503705973199999
2007-04-17,WTI,0.01613811795700748
2007-04-18,WTI,0.01648225076142129
2007-04-19,WTI,-0.006371617434631105
2007-04-20,WTI,0.018189075381185305
2007-04-23,WTI,0.043849113996392575
2007-04-24,WTI,0.02184484976931067
2007-04-25,WTI,0.03832959462931207
2007-04-26,WTI,0.03069319723758479
2007-04-27,WTI,0.0486996487511675
2007-04-30,WTI,0.03736175209564152
2007-05-01,WTI,0.016189638517177585
2007-05-02,WTI,0.00622456513731251
2007-05-03,WTI,-8.562856651774808e-4
2007-05-04,WTI,-0.02036555705889942
2007-05-07,WTI,-0.02605404965678737
2007-05-08,WTI,-0.011786871715199432
2007-05-09,WTI,-0.02219739395530773
2007-05-10,WTI,-0.0165644450429161
2007-05-11,WTI,-0.008158136016639617
2007-05-14,WTI,-0.00527432874707312
2007-05-15,WTI,0.00476165502864756
2007-05-16,WTI,-0.00672015091283118
2007-05-17,WTI,0.02670408951153469
2007-05-18,WTI,0.024932002592487734
2007-05-21,WTI,0.0433896319435112
2007-05-22,WTI,0.021201762379083
2007-05-23,WTI,0.02404904110578876
2007-05-24,WTI,-3.96432025011606e-5
2007-05-25,WTI,0.015547433005091982
2007-05-29,WTI,-0.006235985994355708
2007-05-30,WTI,-0.002272425540349232
2007-05-31,WTI,0.004803588245573032
2007-06-01,WTI,0.01880005454080269
2007-06-04,WTI,0.03342099218171235
2007-06-05,WTI,0.023162209346868856
2007-06-06,WTI,0.025406895538551133
2007-06-07,WTI,0.03937006351019967
2007-06-08,WTI,0.005072684940947703
2007-06-11,WTI,0.021726592923957178
2007-06-12,WTI,0.011324932844287261
2007-06-13,WTI,0.020541832869110266
2007-06-14,WTI,0.03890229351978114
2007-06-15,WTI,0.04096363344573284
2007-06-18,WTI,0.051912942687044605
2007-06-19,WTI,0.050223478800540455
2007-06-20,WTI,0.03814807251428487
2007-06-21,WTI,0.03300077309999505
2007-06-22,WTI,0.03756026345124397
2007-06-25,WTI,0.03578826956815817
2007-06-26,WTI,0.017827798163068564
2007-06-27,WTI,0.03233671412901984
2007-06-28,WTI,0.03774020679374779
2007-06-29,WTI,0.045953141474307735
2007-07-02,WTI,0.05091791973611759
2007-07-03,WTI,0.05094484683331224
2007-07-05,WTI,0.05167083548763607
2007-07-06,WTI,0.06149527654845777
2007-07-09,WTI,0.04814957740501136
2007-07-10,WTI,0.053531885289426206
2007-07-11,WTI,0.04707129223162898
2007-07-12,WTI,0.042173403113994645
2007-07-13,WTI,0.056097912689835994
2007-07-16,WTI,0.05508057599592675
2007-07-17,WTI,0.04934093059577549
2007-07-18,WTI,0.05760760162104539
2007-07-19,WTI,0.06470227234995196
2007-07-20,WTI,0.056521383070082365
2007-07-23,WTI,0.042926754416406254
2007-07-24,WTI,0.021817487065212582
2007-07-25,WTI,0.05052600738584179
2007-07-26,WTI,0.03551489309793343
2007-07-27,WTI,0.058620963293086525
2007-07-30,WTI,0.050782521705329486
2007-07-31,WTI,0.06540628728372688
2007-08-01,WTI,0.040018915787220166
2007-08-02,WTI,0.04283562320602474
2007-08-03,WTI,0.025495764660467657
2007-08-06,WTI,-0.01921142545381649
2007-08-07,WTI,-0.015069352340971953
2007-08-08,WTI,-0.013768178714478552
2007-08-09,WTI,-0.020655622415076458
2007-08-10,WTI,-0.021084068375976095
2007-08-13,WTI,-0.018983901682995352
2007-08-14,WTI,-0.008228470372343644
2007-08-15,WTI,0.006788036694083566
2007-08-16,WTI,-0.025165652292044705
2007-08-17,WTI,-0.010882560920888906
2007-08-20,WTI,-0.018840710396753835
2007-08-21,WTI,-0.03909050687194693
2007-08-22,WTI,-0.03960160781287403
2007-08-23,WTI,-0.030689608739248087
2007-08-24,WTI,-0.012058278191870997
2007-08-27,WTI,-5.150666008253424e-4
2007-08-28,WTI,-0.004554729562205928
2007-08-29,WTI,0.01809540169605306
2007-08-30,WTI,0.014404939744761869
2007-08-31,WTI,0.020142037101214427
2007-09-04,WTI,0.03178461557272083
2007-09-05,WTI,0.037343351988460505
2007-09-06,WTI,0.04181069081208566
2007-09-07,WTI,0.04257536544280871
2007-09-10,WTI,0.049104706664898856
2007-09-11,WTI,0.05173744801721547
2007-09-12,WTI,0.06788188526958283
2007-09-13,WTI,0.06632527955166712
2007-09-14,WTI,0.049865752343132286
