Date,ticker,return
2008-01-03,CADUSD,0.0034256226381172753
2008-01-04,CADUSD,-0
2008-01-08,CADUSD,0
2008-01-09,CADUSD,-0
2008-01-10,CADUSD,0
2008-01-11,CADUSD,-0
2008-01-15,CADUSD,-0
2008-01-16,CADUSD,-0
2008-01-17,CADUSD,-0
2008-01-18,CADUSD,0
2008-01-23,CADUSD,0
2008-01-24,CADUSD,0
2008-01-25,CADUSD,0
2008-01-29,CADUSD,0
2008-01-30,CADUSD,0
2008-01-31,CADUSD,-0
2008-02-01,CADUSD,0
2008-02-05,CADUSD,-0
2008-02-06,CADUSD,0
2008-02-07,CADUSD,-0
2008-02-08,CADUSD,0
2008-02-12,CADUSD,0
2008-02-13,CADUSD,0
2008-02-14,CADUSD,-0
2008-02-15,CADUSD,-0
2008-02-20,CADUSD,0.0020017963398618888
2008-02-21,CADUSD,7.333898085803109e-4
2008-02-22,CADUSD,-0
2008-02-26,CADUSD,0
2008-02-27,CADUSD,2.460509621304135e-4
2008-02-28,CADUSD,0
2008-02-29,CADUSD,-0
2008-03-04,CADUSD,-0
2008-03-05,CADUSD,0
2008-03-06,CADUSD,0
2008-03-07,CADUSD,-0.0032308744422011497
2008-03-11,CADUSD,0.002843128281156553
2008-03-12,CADUSD,9.651570914532891e-4
2008-03-13,CADUSD,0.0038412266179236555
2008-03-14,CADUSD,-0.0018964401098420962
2008-03-18,CADUSD,0
2008-03-19,CADUSD,-0
2008-03-20,CADUSD,-0
2008-03-21,CADUSD,-0
2008-03-25,CADUSD,0
2008-03-26,CADUSD,0
2008-03-27,CADUSD,0
2008-03-28,CADUSD,-0
2008-04-01,CADUSD,0
2008-04-02,CADUSD,0
2008-04-03,CADUSD,0
2008-04-04,CADUSD,-0
2008-04-08,CADUSD,-0
2008-04-09,CADUSD,-0
2008-04-10,CADUSD,0
2008-04-11,CADUSD,-0
2008-04-15,CADUSD,0
2008-04-16,CADUSD,0
2008-04-17,CADUSD,-0
2008-04-18,CADUSD,0
2008-04-22,CADUSD,-0
2008-04-23,CADUSD,-0.0059280339798834505
2008-04-24,CADUSD,0
2008-04-25,CADUSD,-0
2008-04-29,CADUSD,0
2008-04-30,CADUSD,0
2008-05-01,CADUSD,-0
2008-05-02,CADUSD,0
2008-05-06,CADUSD,0
2008-05-07,CADUSD,-0
2008-05-08,CADUSD,-0
2008-05-09,CADUSD,0.0064777360430152515
2008-05-13,CADUSD,0
2008-05-14,CADUSD,-0
2008-05-15,CADUSD,0
2008-05-16,CADUSD,-0
2008-05-20,CADUSD,-0
2008-05-21,CADUSD,0
2008-05-22,CADUSD,-0
2008-05-23,CADUSD,-0
2008-05-28,CADUSD,0
2008-05-29,CADUSD,0
2008-05-30,CADUSD,-0
2008-06-03,CADUSD,-0
2008-06-04,CADUSD,-0
2008-06-05,CADUSD,-0
2008-06-06,CADUSD,-0
2008-06-10,CADUSD,1.2355509774630567e-4
2008-06-11,CADUSD,0
2008-06-12,CADUSD,-0
2008-06-13,CADUSD,-0
2008-06-17,CADUSD,0
2008-06-18,CADUSD,0
2008-06-19,CADUSD,0
2008-06-20,CADUSD,-0
2008-06-24,CADUSD,0
2008-06-25,CADUSD,0
2008-06-26,CADUSD,-0
2008-06-27,CADUSD,0
2008-07-01,CADUSD,0
2008-07-02,CADUSD,0
2008-07-03,CADUSD,-0
2008-07-04,CADUSD,0
2008-07-08,CADUSD,0
2008-07-09,CADUSD,0
2008-07-10,CADUSD,0
2008-07-11,CADUSD,0
2008-07-15,CADUSD,0
2008-07-16,CADUSD,0
2008-07-17,CADUSD,-0
2008-07-18,CADUSD,-0
2008-07-22,CADUSD,-0
2008-07-23,CADUSD,0.0027514767400769213
2008-07-24,CADUSD,0.003488171101136367
2008-07-25,CADUSD,0.004040234450777358
2008-07-29,CADUSD,0.001856926628628954
2008-07-30,CADUSD,-6.614307832076578e-4
2008-07-31,CADUSD,1.8815878139077482e-4
2008-08-01,CADUSD,0.0011698991489761958
2008-08-05,CADUSD,0.004975232299200674
2008-08-06,CADUSD,0.00546045937954668
2008-08-07,CADUSD,0.00459513525312657
2008-08-08,CADUSD,0.012674665253447863
2008-08-12,CADUSD,-0.0029556963466960706
2008-08-13,CADUSD,-0.0047535389440594746
2008-08-14,CADUSD,0.0032211772570539766
2008-08-15,CADUSD,-0.004574258520584206
2008-08-19,CADUSD,-0.004399024707432358
2008-08-20,CADUSD,-6.901290702169951e-4
2008-08-21,CADUSD,-0.011109757074484652
2008-08-22,CADUSD,-0
2008-08-26,CADUSD,-0.002551380439310037
2008-08-27,CADUSD,0
2008-08-28,CADUSD,-0
2008-08-29,CADUSD,-0
2008-09-03,CADUSD,0
2008-09-04,CADUSD,0.0072728192677699085
2008-09-05,CADUSD,-0.005595975652810988
2008-09-09,CADUSD,0.003003626281140119
2008-09-10,CADUSD,0.002796126296817888
2008-09-11,CADUSD,0.0014733493144486664
2008-09-12,CADUSD,-0.009087103397335709
2008-09-16,CADUSD,0.0014160092880192762
2008-09-17,CADUSD,-5.657283892375807e-4
2008-09-18,CADUSD,-0.005496441060958485
2008-09-19,CADUSD,0
2008-09-23,CADUSD,-0
2008-09-24,CADUSD,-0
2008-09-25,CADUSD,0
2008-09-26,CADUSD,-0
2008-09-30,CADUSD,0.013624074886762816
2008-10-01,CADUSD,-5.933721625263454e-5
2008-10-02,CADUSD,-0
2008-10-03,CADUSD,0
2008-10-07,CADUSD,0.004259089226342814
2008-10-08,CADUSD,0.021605292012169465
2008-10-09,CADUSD,0.022130617194451672
2008-10-10,CADUSD,0.027799635576594966
2008-10-14,CADUSD,0.019093639085428143
2008-10-15,CADUSD,0.03089507164296941
2008-10-16,CADUSD,-0.014679388730820022
2008-10-17,CADUSD,0.0021362602089545855
2008-10-21,CADUSD,0.014491472394494978
2008-10-22,CADUSD,0.043980005117181566
2008-10-23,CADUSD,-0.00960789512059253
2008-10-24,CADUSD,0.025513757549269267
2008-10-28,CADUSD,-0.040677533388533256
2008-10-29,CADUSD,-0.05800128903932222
2008-10-30,CADUSD,-0.014657083352395123
2008-10-31,CADUSD,6.026267421279799e-4
2008-11-04,CADUSD,-0.027455510938269305
2008-11-05,CADUSD,-0
2008-11-06,CADUSD,-0
2008-11-07,CADUSD,-0.009479635485506127
2008-11-11,CADUSD,-0
2008-11-12,CADUSD,0.017075159122540384
2008-11-13,CADUSD,-0.024514060335103872
2008-11-14,CADUSD,0.021565697502892656
2008-11-18,CADUSD,0.002815576807530107
2008-11-19,CADUSD,0.016280776868176226
2008-11-20,CADUSD,0.029131966034702157
2008-11-21,CADUSD,-0.02350328362199065
2008-11-25,CADUSD,-0.0037793412635569656
2008-11-26,CADUSD,0.002502819125813589
2008-11-27,CADUSD,0.002733561536137413
2008-12-02,CADUSD,0.002692849900015334
2008-12-03,CADUSD,0.0033328446942884607
2008-12-04,CADUSD,0.018300519493843887
2008-12-05,CADUSD,-0.004396069893473745
2008-12-09,CADUSD,0.008732057838035233
2008-12-10,CADUSD,-0.004490926328926223
2008-12-11,CADUSD,-0.026590663106968584
2008-12-12,CADUSD,0.005562503490045362
